CRPFilerid,is_scam
C00421040,0
C00157545,0
C00142851,0
C00147231,0
C00459065,0
C00404178,0
C00624965,0
C00751503,0
C00309468,0
C00735514,0
C00290098,0
C00710038,0
C00738633,0
C00238204,0
C00627943,0
C00585885,0
C00406553,0
C00709295,0
C00713099,0
C00575662,0
C00628354,0
C00467167,0
C00281162,0
C00707216,0
C00701797,0
C00623959,0
C00284810,1
C00758482,0
C00681056,0
C00353284,0
C00367524,0
C00693515,1
C00492819,0
C00327072,0
C00135855,0
C00074799,0
C00741140,0
C00478743,0
C00693895,0
C00409490,0
C00493809,0
C00323923,0
C00385989,0
C00149948,0
C00550467,0
C00394452,0
C00108613,0
C00431957,0
C00501106,0
C00659599,1
C00660027,0
C00002790,0
C00578609,0
C00107300,1
C00331835,0
C00106740,0
C00738831,0
C00426569,0
C00554071,0
C00628271,0
C00654467,0
C00609263,0
C00003251,0
C00745869,1
C00262295,0
C00624106,0
C00528893,0
C00695932,0
C00757245,0
C00293910,0
C00751248,0
C00525055,0
C00389403,0
C00250068,0
C00511899,0
C00729301,0
C00612820,0
C00630129,0
C00408344,0
C00553099,0
C00536466,0
C00416404,0
C00696112,0
C00732644,0
C00657379,0
C00747923,0
C00654608,0
C00239947,0
C00139659,0
C00759019,0
C00641571,0
C00364174,0
C00497545,0
C00571042,0
C00570895,0
C00506105,0
C00072025,0
C00135681,0
C00746560,0
C00525030,0
C00502906,1
C00072967,0
C00099002,0
C00747246,0
C00051979,0
C00033589,0
C00672667,0
C00694562,0
C00571182,0
C00745638,0
C00483693,0
C00138560,0
C00009936,0
C00736090,0
C00755900,0
C00693796,0
C00502955,0
C00683474,0
C00747501,0
C00656942,0
C00544171,0
C00319962,0
C00602698,0
C00486217,0
C00704304,0
C00617126,0
C00675637,0
C00409102,0
C00484253,0
C00489518,0
C00699215,0
C00332031,0
C00156810,1
C00735431,0
C00396895,0
C00400929,0
C00063164,0
C00633404,1
C00471565,0
C00710517,0
C00625079,0
C00279380,0
C00629444,0
C00003111,1
C00613133,0
C00380550,0
C00757211,0
C00734970,0
C00503151,0
C00321158,0
