CRPFilerid,is_scam
C00454660,0
C00735084,0
C00568089,0
C00757377,0
C00757542,0
C00691568,0
C00552141,0
C00171926,0
C00035774,0
C00558668,0
C00629543,0
C00475947,0
C00146605,0
C00011643,0
C00501676,0
C00674499,0
C00102731,0
C00426320,0
C00382556,0
C00671099,0
C00040725,0
C00163238,0
C00681700,0
C00567693,0
C00747808,0
C00715573,0
C00485979,0
C00735100,0
C00761460,0
C00388462,0
C00187526,0
C00686121,0
C00543090,0
C00721779,0
C00636209,0
C00039016,0
C00738732,0
C00748582,0
C00403071,0
C00389916,0
C00430884,0
C00405076,1
C00409342,0
C00749069,0
C00692129,0
C00284885,1
C00728113,0
C00610840,0
C00269779,0
C00710731,0
C00624718,0
C00541110,0
C00674770,0
C00486779,0
C00749721,0
C00722835,0
C00414474,0
C00699199,0
C00754333,0
C00749515,0
C00009985,0
C00656611,0
C00340836,0
C00177741,0
C00501742,0
C00450577,0
C00687137,0
C00716704,0
C00568584,0
C00607861,0
C00741298,0
C00698456,0
C00692137,0
C00756726,0
C00378083,0
C00619759,0
C00728360,1
C00633305,0
C00594507,0
C00602805,0
C00506865,0
C00640086,0
C00261933,0
C00479980,0
C00733691,0
C00394031,0
C00499251,0
C00719948,0
C00686352,0
C00571117,0
C00341396,1
C00355677,0
C00757344,0
C00761965,0
C00760637,0
C00469080,0
C00445379,0
C00380873,0
C00708958,0
C00234120,0
C00758375,0
C00417394,0
C00161141,0
C00628669,0
C00487447,0
C00757831,0
C00746289,0
C00688283,0
C00520270,0
C00405506,0
C00753244,0
C00532788,0
C00629154,0
C00697367,0
C00075820,1
C00684910,0
C00624411,0
C00082271,0
C00493502,0
C00448191,0
C00699785,0
C00382507,0
C00626861,1
C00569319,0
C00193169,0
C00486944,0
C00129122,0
C00727065,0
C00376582,0
C00520684,0
C00571620,1
C00197103,0
C00411694,0
C00683243,0
C00540393,0
C00421057,0
C00751875,0
C00702472,0
C00736371,0
C00711143,0
C00760694,0
C00518605,0
C00388470,0
C00344770,0
C00688838,0
C00658757,0
C00540518,0
C00528216,0
C00760074,0
C00629212,0
C00707091,0
C00425256,0
C00706218,0
C00633289,0
C00018929,0
C00459222,0
C00471334,0
C00639948,0
C00560839,0
C00235655,1
C00512327,0
C00683128,0
C00672733,0
C00465211,0
C00746040,0
C00142299,0
C00764019,0
C00213231,0
C00327189,0
C00727834,0
C00760124,0
C00721688,0
C00706341,0
C00217471,0
C00582726,0
C00174599,0
C00700120,0
C00068528,0
C00563247,0
C00481531,0
C00437566,0
C00729236,0
C00656835,0
C00033779,0
C00277152,0
C00751859,0
C00358663,0
C00709998,0
C00118430,0
C00455840,0
C00696716,0
C00279737,0
C00699041,0
C00662312,0
C00048181,0
C00628842,0
C00696070,0
C00708172,0
C00411918,0
C00544650,0
C00681320,0
C00747998,0
C00104802,1
C00326595,0
C00739037,0
C00485466,0
C00757823,0
C00760686,0
C00728212,0
C00526657,0
C00713727,0
C00139279,0
C00496588,0
C00143867,0
C00691725,0
C00744458,0
C00450866,0
C00688960,0
C00562173,0
C00623819,0
C00719609,0
C00683136,0
C00685156,0
C00686493,0
C00640300,0
C00743831,0
C00678185,0
C00700153,0
C00519413,0
C00763540,0
C00669259,1
C00688358,0
C00104109,0
C00694794,0
C00726612,0
C00499863,0
C00739565,0
C00754218,0
C00604496,0
C00757856,0
C00494526,0
C00125641,0
C00063586,0
C00732354,0
C00562264,0
C00751016,0
C00150797,0
C00147983,0
C00491241,0
C00745562,0
C00531764,0
C00193383,0
C00698043,0
C00148031,0
C00563734,0
C00691162,0
C00206672,0
C00261891,0
C00238691,0
C00507962,0
C00761585,0
C00668251,0
C00630665,1
C00754366,0
C00104299,0
C00748681,0
C00630764,0
C00386847,0
C00438028,0
C00687665,0
C00720029,0
C00140707,0
C00735738,0
C00421230,0
C00282921,0
C00544551,0
C00001388,0
C00686071,0
C00513713,0
C00750463,0
C00143743,1
C00705129,0
C00437491,0
C00666933,0
C00244533,0
C00040253,0
C00204180,0
C00254938,0
C00438515,0
C00754630,0
C00682344,0
C00365965,0
C00000885,0
C00133561,0
C00719716,0
C00008474,0
C00493635,0
C00214981,0
C00724633,0
C00547356,0
C00215129,0
C00685297,1
C00708057,0
C00627372,1
C00752378,0
C00348292,0
C00624809,0
C00320218,0
C00678243,0
C00305979,0
C00229328,0
C00172296,0
C00720490,0
C00648857,0
C00762328,0
C00526509,0
C00469205,0
C00736124,0
C00255091,0
C00414169,0
C00497594,0
C00176214,0
C00732172,1
C00541169,0
C00761304,0
C00718668,0
C00753509,0
C00392290,0
C00741306,0
C00591313,0
C00581967,0
C00626655,0
C00297077,0
C00485102,0
C00567917,0
C00045781,0
C00731737,0
C00493312,0
C00635243,0
C00736009,0
C00663955,0
C00552083,0
C00383869,0
C00614453,0
C00166553,0
C00647347,0
C00412619,0
C00710160,0
C00745034,0
C00117424,0
C00436550,0
C00681148,0
C00124016,0
C00562660,0
C00127258,0
C00718213,0
C00004879,0
C00756940,0
C00754457,0
C00108209,0
C00354605,0
C00284018,0
C00138974,0
C00727974,0
C00600726,0
C00697953,0
C00686410,0
C00157677,0
C00589119,0
C00650630,0
C00740910,0
C00691337,0
C00652164,0
C00342246,0
C00564013,0
C00754655,0
C00738880,0
C00387753,0
C00089136,0
C00377044,0
C00654541,0
C00629071,0
C00656868,0
C00758136,0
C00493940,0
C00702092,0
C00639088,0
C00638502,0
C00706630,0
C00130831,0
C00348276,0
C00625772,0
C00697698,0
C00085019,0
C00620021,0
C00550988,0
C00687103,1
C00679910,0
C00358952,0
C00111880,0
C00309146,0
C00502518,0
C00225573,0
C00593475,0
C00670802,0
C00752642,0
C00758219,0
C00564260,0
C00136200,0
C00695940,0
C00147512,1
C00158576,0
C00076174,0
C00100305,0
C00576975,0
C00484725,0
C00753426,0
C00749101,0
C00710061,0
C00754556,0
C00338020,0
C00307777,0
C00114850,0
C00078451,0
C00427930,0
C00736637,0
C00342048,1
C00734657,0
C00099259,1
C00656850,0
C00687533,0
C00652859,0
C00412247,0
C00450429,0
C00541912,0
C00731273,0
C00467639,0
C00246736,0
C00704569,0
C00010470,0
C00131185,0
C00280156,0
C00489419,0
C00210666,0
C00624890,0
C00583153,0
C00188177,0
C00215012,0
C00383521,0
C00109017,1
C00638007,0
C00690552,0
C00452052,0
C00616268,0
C00432237,0
C00454132,0
C00002261,0
C00360669,0
C00159855,0
C00387555,0
C00250753,0
C00362582,0
C00392795,0
C00381020,0
C00504233,0
C00432260,1
C00442996,0
C00016899,1
C00711861,0
C00753442,0
C00680975,0
C00756999,0
C00743187,0
C00734608,0
C00451153,0
C00569533,0
C00283135,0
C00529909,0
C00633107,0
C00754168,0
C00220764,0
C00330019,0
C00030676,0
C00094581,0
C00193433,1
C00332296,0
C00713040,0
C00733956,0
C00424788,0
C00453290,0
C00755629,0
C00684514,0
C00570770,0
C00761163,0
C00707794,0
C00647701,1
C00095869,0
C00712588,0
C00734814,0
C00541045,0
C00741751,0
C00436238,0
C00652883,0
C00528414,0
C00499343,0
C00174334,0
C00039305,0
C00757716,0
C00657452,0
C00571646,0
C00681221,0
C00300376,0
C00732917,0
C00736991,0
C00687384,0
C00746339,0
C00752501,0
C00015552,0
C00718247,0
C00000901,0
C00325464,0
C00741744,0
C00301929,0
C00599092,0
C00685347,0
C00326389,0
C00423863,0
C00572628,0
C00085506,0
C00636100,0
C00548461,0
C00432823,0
C00562330,0
C00017681,0
C00156166,0
C00375360,0
C00117838,0
C00580068,1
C00204453,0
C00571422,0
C00439265,0
C00654343,0
C00725424,0
C00571208,0
C00737197,0
C00505974,0
C00689943,0
C00730317,0
C00165878,0
C00718510,0
C00635094,0
C00603365,0
C00496406,0
C00103549,0
C00516526,0
C00610295,0
C00387274,0
C00758128,0
C00259572,0
C00647354,0
C00698928,0
C00632711,0
C00751982,0
C00543579,0
C00400945,0
C00680983,0
C00465914,0
C00755355,0
C00682203,0
C00466334,0
C00084061,0
C00714352,0
C00702175,0
C00624056,0
C00207472,0
C00552323,0
C00758201,0
C00707869,0
C00193854,0
C00755413,0
C00431460,0
C00637504,0
C00694984,0
C00653188,0
C00665521,0
C00712943,0
C00750158,0
C00248047,0
C00738369,0
C00386300,0
C00039503,0
C00722249,0
C00251751,0
C00688424,0
C00306449,0
C00457226,0
C00426965,0
C00667055,0
C00407841,0
C00683102,0
C00757187,0
C00736314,0
C00660985,0
C00705277,0
C00641555,0
C00305318,1
C00713990,0
C00198861,0
C00667790,0
C00481200,0
C00039321,0
C00401125,0
C00481309,0
C00374363,0
C00584755,0
C00723148,0
C00492058,0
C00737411,0
C00111476,0
C00236414,0
C00724203,0
C00757518,0
C00390641,0
C00678920,0
C00752048,0
C00629014,0
C00138701,0
C00320101,0
C00626671,0
C00739771,0
C00426072,0
C00494237,0
C00468801,0
C00747725,0
C00122101,0
C00561779,0
C00417733,0
C00466870,0
C00113159,0
C00213074,1
C00381996,0
C00728352,0
C00753020,0
C00690099,0
C00689844,0
C00013961,0
C00145789,0
C00705111,0
C00532416,0
C00760736,0
C00409979,0
C00439216,0
C00729574,0
C00636365,0
C00710400,0
C00691220,0
C00443119,0
C00024968,0
C00149641,1
C00399063,0
C00246306,0
C00577189,0
C00719641,0
C00673483,0
C00344648,1
C00699447,0
C00403816,0
C00650853,0
C00693309,0
C00467431,0
C00748632,0
C00751206,0
C00121350,0
C00581181,0
C00431874,0
C00752519,0
C00662700,0
C00326330,0
C00455980,0
C00742635,0
C00359984,0
C00741769,1
C00488387,0
C00577148,0
C00181826,0
C00374355,0
C00744185,0
C00083915,0
C00743377,0
C00415075,0
C00753848,0
C00365536,1
C00727206,0
C00718593,0
C00731836,0
C00749481,0
C00437426,0
C00373340,0
C00080648,0
C00399659,0
C00572792,0
C00432104,0
C00686998,0
C00508101,0
C00110585,0
C00757021,0
C00362178,0
C00235739,0
C00121277,0
C00662924,0
C00605212,0
C00565077,0
C00752196,0
C00695395,0
C00625574,0
C00129627,0
C00724229,0
C00380949,0
C00447185,0
C00631994,0
C00625558,0
C00076737,0
C00763706,0
C00740662,0
C00479964,0
C00271007,0
C00750042,0
C00458547,0
C00684266,0
C00005660,0
C00688820,0
C00410654,0
C00677757,0
C00571141,0
C00703991,0
C00733915,0
C00401083,0
C00261339,0
C00737890,0
C00639674,0
C00343681,0
C00748764,0
C00676429,0
C00713354,0
C00460147,0
C00567206,0
C00682815,0
C00738039,0
C00724153,0
C00568196,0
C00385377,0
C00690297,0
C00485730,0
C00523936,0
C00500793,0
C00649772,0
C00345173,0
C00430397,0
C00753731,0
C00490375,0
C00161810,1
C00696666,0
C00753194,0
C00528075,0
C00442913,0
C00258228,0
C00077321,0
C00692715,0
C00674697,0
C00390575,0
C00101592,0
C00001214,0
C00569343,0
C00577155,0
C00687467,0
C00332395,0
C00367680,0
C00150045,0
C00523225,0
C00034272,0
C00524322,0
C00200642,0
C00751461,0
C00077552,0
C00570226,1
C00540211,0
C00703090,0
C00488882,0
C00632562,0
C00437798,0
C00241851,0
C00699157,0
C00715938,0
C00752824,0
C00083857,0
C00109306,0
C00409789,0
C00089557,0
C00105981,0
C00677724,0
C00718882,0
C00443168,0
C00444885,0
C00756544,0
C00401463,0
C00640029,0
C00710616,0
C00722348,0
C00738153,0
C00675967,0
C00625145,0
C00136739,0
C00671925,0
C00544932,0
C00199711,0
C00662064,0
C00684258,0
C00620500,0
C00572156,0
C00750331,0
C00741546,0
C00692301,0
C00387464,0
C00741017,0
C00749747,0
C00164418,0
C00688531,0
C00544387,0
C00411116,0
C00757864,0
C00758326,0
C00073056,0
C00010363,0
C00438754,0
C00760553,0
C00371385,0
C00707117,0
C00626648,0
C00333534,0
C00431544,0
C00303024,0
C00712976,0
C00687194,0
C00034405,0
C00436899,0
C00360610,0
C00574921,0
C00398271,0
C00256313,0
C00514653,0
C00515593,0
C00579573,0
C00468314,1
C00219642,1
C00543116,0
C00008664,0
C00471169,0
C00410597,0
C00749424,0
C00489898,0
C00258236,0
C00708453,0
C00660589,0
C00683508,0
C00687632,0
C00283432,0
C00326082,0
C00636753,0
C00638072,0
C00008151,0
C00233056,0
C00300921,1
C00578450,0
C00755033,0
C00682443,0
C00330720,0
C00100693,0
C00283523,0
C00680454,0
C00575712,0
C00414508,0
C00632893,0
C00247569,0
C00724823,0
C00742999,0
C00634857,0
C00715391,0
C00333542,0
C00459933,0
C00062646,0
C00542514,0
C00722702,0
C00651430,0
C00540104,0
C00090415,0
C00302695,0
C00309781,0
C00540187,0
C00663393,0
C00692178,0
C00724906,0
C00540443,1
C00560821,0
C00283572,0
C00705905,0
C00686584,0
C00491704,0
C00342733,0
C00755496,0
C00323352,0
C00619072,0
C00296269,0
C00344531,0
C00548065,0
C00225151,0
C00574368,0
C00745240,0
C00403907,0
C00008748,0
C00109819,0
C00492314,0
C00295964,0
C00748657,0
C00737965,0
C00693549,0
C00483487,0
C00717553,0
C00705368,0
C00589309,0
C00456772,0
C00717363,0
C00563601,0
C00068692,1
C00556274,0
C00434076,0
C00632182,0
C00004101,0
C00452482,0
C00569293,0
C00760215,0
C00756593,0
C00119388,0
C00079566,0
C00716696,0
C00382234,0
C00652180,0
C00132282,0
C00491951,0
C00736157,0
C00568154,0
C00532572,0
C00445593,0
C00400424,0
C00236034,0
C00754606,0
C00399386,0
C00658831,0
C00631663,0
C00000638,0
C00417063,0
C00510339,0
C00370569,0
C00514331,0
C00437418,0
C00417493,0
C00759324,0
C00757104,0
C00743484,0
C00005157,0
C00426205,0
C00632323,0
C00454751,0
C00705152,0
C00754069,0
C00101485,0
C00681643,0
C00395590,0
C00426874,0
C00289777,0
C00491563,0
C00681874,0
C00679902,0
C00334193,0
C00362384,0
C00343590,0
C00678888,0
C00754234,0
C00517870,0
C00325357,0
C00198259,0
C00728550,0
C00017558,0
C00557280,0
C00296624,0
C00749572,0
C00328278,0
C00325092,0
C00752774,0
C00013748,0
C00603258,0
C00546101,0
C00722322,0
C00648402,0
C00125732,0
C00090357,0
C00459008,0
C00386771,0
C00722413,0
C00635557,0
C00747915,0
C00650267,0
C00414599,0
C00001636,0
C00110338,0
C00540724,0
C00106435,0
C00435909,0
C00630046,0
C00682294,0
C00693655,0
C00322727,0
C00719484,0
C00486332,0
C00749788,0
C00167759,0
C00351031,0
C00549477,0
C00039941,0
C00479246,0
C00268987,0
C00684233,0
C00011544,0
C00747360,0
C00733402,0
C00682062,0
C00608943,0
C00749796,0
C00754598,0
C00194647,0
C00515684,0
C00566760,0
C00377051,0
C00754705,0
C00102160,0
C00722926,0
C00060707,0
C00658484,0
C00509893,0
C00447201,0
C00394460,0
C00581892,0
C00438002,0
C00747469,0
C00660811,0
C00715862,0
C00748699,0
C00332973,0
C00680447,0
C00035519,0
C00536615,0
C00720334,0
C00663237,0
C00754697,0
C00285783,0
C00748665,0
C00346619,0
C00684183,0
C00711853,0
C00583336,1
C00639260,0
C00109595,0
C00731067,0
C00635482,0
C00592196,0
C00548792,0
C00370114,0
C00497842,0
C00235184,0
C00585893,0
C00431643,0
C00197715,0
C00734624,0
C00747147,0
C00411579,0
C00752212,0
C00195388,0
C00692434,0
C00097725,0
C00402628,0
C00668517,0
C00257246,0
C00205369,0
C00580464,0
C00613000,0
C00569517,0
C00685966,0
C00652081,0
C00544569,0
C00165522,0
C00724781,0
C00325936,0
C00107771,0
C00419978,0
C00557934,0
C00484642,1
C00531756,0
C00700377,0
C00103697,0
C00684209,0
C00760090,0
C00636944,0
C00758847,0
C00633032,0
C00545236,0
C00634964,0
C00062836,0
C00655928,0
C00754648,0
C00758524,0
C00443895,0
C00740803,0
C00126847,0
C00084368,0
C00743641,0
C00682617,0
C00679423,0
C00753699,0
C00757088,0
C00626903,0
C00590471,0
C00517052,0
C00200907,0
C00690172,0
C00713669,0
C00719708,0
C00479899,0
C00687483,0
C00455360,0
C00750562,0
C00116145,0
C00552851,1
C00345058,0
C00335026,0
C00693382,1
C00662791,0
C00757120,0
C00659508,0
C00168120,0
C00733774,0
C00728857,0
C00572123,0
C00712745,0
C00024422,0
C00068056,0
C00469429,0
C00746735,0
C00627737,0
C00740316,0
C00707034,0
C00754762,0
C00574376,0
C00381624,0
C00763698,0
C00692590,0
C00687301,0
C00492025,0
C00365254,0
C00224618,0
C00100131,0
C00396820,0
C00701680,0
C00566117,0
C00396671,0
C00717579,0
C00491043,0
C00216754,0
C00639930,0
C00743625,0
C00376756,0
C00679555,0
C00756841,0
C00720649,0
C00688721,0
C00151688,0
C00752477,0
C00511386,0
C00028787,0
C00431114,0
C00008169,0
C00740936,0
C00554089,0
C00646703,0
C00548677,0
C00139477,0
C00494617,0
C00659771,0
C00734319,0
C00420000,0
C00093963,0
C00609255,0
C00082040,0
C00044842,1
C00684332,0
C00498360,0
C00762856,0
C00626663,0
C00744151,0
C00659672,0
C00413856,0
C00490847,1
C00459925,0
C00178541,0
C00479873,0
C00126763,0
C00687319,0
C00706580,0
C00493825,0
C00226472,0
C00235762,0
C00702043,0
C00696567,0
C00162339,1
C00354332,0
C00691402,0
C00003764,0
C00759548,0
C00619528,0
C00267385,0
C00493700,0
C00295097,0
C00759662,0
C00714741,0
C00607804,0
C00160838,0
C00494559,0
C00685768,0
C00716530,0
C00452581,0
C00670208,0
C00672584,0
C00567792,0
C00626317,0
C00567180,0
C00758771,0
C00567677,0
C00699553,0
C00484055,0
C00558734,0
C00493411,0
C00687848,0
C00370759,0
C00571398,0
C00575878,0
C00762617,0
C00753558,0
C00455733,0
C99002396,0
C00647784,0
C00363879,0
C00621466,0
C00495861,1
C00710715,0
C00014498,1
C00314054,0
C00518779,0
C00664284,0
C00486738,0
C00381384,0
C00217638,0
C00665232,0
C00745729,0
C00254193,0
C00188011,0
C00607721,0
C00759787,0
C00002840,1
C00658476,1
C00405050,0
C00478099,0
C00522946,0
C00402107,0
C00701128,0
C00565614,0
C00751024,0
C00253468,0
C00551069,0
C00009423,0
C00115568,0
C00758888,0
C00580076,0
C00548198,0
C00685438,0
C00755710,0
C00551366,0
C00679589,0
C00405233,0
C00726588,0
C00437061,0
C00144154,0
C00542837,0
C00541177,0
C00629527,0
C00042622,0
C00630541,0
C00321406,0
C00753855,0
C00563841,0
C00160077,0
C00162578,0
C00350835,0
C00344234,1
C00143396,0
C00740597,0
C00541433,0
C00635615,0
C00375154,0
C00455683,0
C00694372,0
C00501163,0
C00158881,0
C00676395,0
C00498816,0
C00740993,0
C00629063,0
C00378216,0
C00731588,0
C00747121,0
C00707398,0
C00010322,0
C00496257,0
C00667196,0
C00487207,0
C00507392,0
C00717884,0
C00615898,0
C00677773,1
C00100974,0
C00404020,0
C00220566,0
C00712364,0
C00706861,0
C00109165,0
C00409730,1
C00726208,0
C00752568,0
C00730903,0
C00487686,0
C00638528,0
C00004861,0
C00165548,0
C00575456,0
C00444752,0
C00669242,0
C00290973,0
C00763391,0
C00687178,0
C00764936,0
C00428052,1
C00185520,0
C00747055,0
C00730242,0
C00408484,0
C00729897,0
C00682898,0
C00280008,0
C00622795,0
C00524314,0
C00666776,0
C00662353,0
C00475343,0
C00753749,0
C00165159,0
C00753491,0
C00275123,0
C00758607,0
C00742361,0
C00486720,0
C00105338,0
C00573493,0
C00749085,0
C00368720,0
C00631085,0
C00400135,0
C00752667,0
C00003632,0
C00090209,0
C00681924,0
C00385187,0
C00572735,0
C00738674,0
C00330118,0
C00622043,0
C00759597,0
C00030718,1
C00713925,0
C00581686,0
C00612424,0
C00700518,0
C00040857,0
C00690073,0
C00441733,0
C00492421,1
C00737171,0
C00677625,0
C00530774,0
C00755702,0
C00520254,0
C00638122,0
C00174367,0
C00163956,0
C00683599,0
C00687558,0
C00390351,0
C00173153,0
C00345868,0
C00446237,0
C00351015,0
C00429456,0
C00619601,0
C00100404,0
C00703702,0
C00513861,0
C00039578,0
C00676247,0
C00408518,0
C00240093,0
C00680314,0
C00718189,0
C00296657,0
C00454793,0
C00344663,0
C00750794,0
C00321141,0
C00432989,0
C00478404,0
C00657593,0
C00379628,0
C00632752,0
C00480863,0
C00523381,0
C00753988,0
C00207258,0
C00627679,0
C00375048,0
C00317529,0
C00065219,0
C00736975,0
C00494567,0
C00459453,0
C00422667,0
C00412098,0
C00680223,0
C00567495,0
C00656132,0
C00501478,0
C00413955,0
C00286922,0
C00340356,0
C00112763,0
C00348607,0
C00764191,0
C00683896,0
C00212787,0
C00633248,1
C00130773,0
C00345306,0
C00648501,0
C00740514,0
C00707927,0
C00193631,0
C00450288,0
C00742296,0
C00300525,0
C00740605,0
C00547216,0
C00194084,0
C00694414,0
C00164939,0
C00694836,0
C00543876,0
C00651505,0
C00077701,0
C00041566,0
C00034678,0
C00321943,0
C00544544,0
C00689984,0
C00419036,0
C00002766,1
C00103937,0
C00571703,1
C00296822,0
C00432393,0
C00385393,0
C00552489,0
C00731133,1
C00746255,0
C00741702,0
C00610055,0
C00727883,0
C00756056,0
C00753392,0
C00489534,0
C00194126,0
C00532366,0
C00270934,0
C00754424,0
C00130658,0
C00401299,0
C00759779,0
C00600809,0
C00324483,0
C00141812,0
C00043489,1
C00706812,0
C00256453,0
C00388132,0
C00688846,0
C00712539,0
C00082917,0
C00761643,0
C00416131,0
C00760629,0
C00254847,0
C00042069,0
C00348243,0
C00311308,0
C00024752,0
C00206136,0
C00639229,0
C00410084,0
C00431403,0
C00726919,0
C00750083,0
C00699314,0
C00730390,0
C00574533,0
C00709808,0
C00457051,0
C00492165,0
C00116996,0
C00024281,0
C00751958,0
C00589994,0
C00503201,0
C00422501,0
C00708909,0
C00583344,0
C00603548,0
C00684415,0
C00565929,0
C00429001,0
C00417865,0
C00212092,0
C00572743,0
C00522318,0
C00683664,0
C00580894,0
C00005785,0
C00742742,0
C00740175,0
C00718197,0
C00724070,0
C00728667,0
C00699710,0
C00688291,0
C00675140,0
C00718353,0
C00761049,0
C00494682,0
C00433219,0
C00335000,0
C00699546,0
C00449165,0
C00697342,0
C00720706,0
C00435982,0
C00578997,0
C00161422,0
C00344010,0
C00526053,0
C00678854,0
C00677476,0
C00540997,0
C00273003,0
C00542589,0
C00656926,0
C00733972,0
C00678599,0
C00730754,0
C00385195,0
C00647685,0
C00755439,0
C00745224,0
C00651059,0
C00716555,0
C00457697,0
C00475673,0
C00759753,0
C00677641,0
C00734012,0
C00392464,0
C00496018,0
C00566067,0
C00372201,0
C00638866,0
C00754002,0
C00629576,0
C00699470,0
C00303032,0
C00637645,0
C00360362,0
C00708594,0
C00359075,0
C00622175,0
C00452763,0
C00756528,0
C00363648,0
C00099267,1
C00222422,0
C00758532,0
C00636050,0
C00762963,0
C00144774,0
C00686063,0
C00708545,0
C00748301,0
C00367094,0
C00332841,0
C00446393,0
C00469254,0
C00697730,1
C00567081,0
C00144345,0
C00342907,0
C00488478,0
C00427542,0
C00459941,0
C00432856,0
C00652594,0
C00034157,0
C00639708,0
C00693911,0
C00420497,0
C00612010,0
C00147975,0
C00172635,0
C00743476,0
C00735746,0
C00687327,0
C00403675,0
C00347989,0
C00330233,0
C00734996,0
C00699603,0
C00348938,0
C00276592,0
C00329185,0
C00361758,0
C00754754,0
C00725200,0
C00525071,0
C00656207,0
C00671669,0
C00550889,0
C00525295,0
C00495556,0
C00700914,0
C00001917,0
C00201491,0
C00487678,0
C00752386,0
C00612846,0
C00570945,0
C00157941,0
C00752055,0
C00002089,1
C00435990,0
C00628875,0
C00692855,0
C00401224,1
C00326868,0
C00710707,0
C00468660,0
C00742346,0
C00753772,0
C00548438,0
C00565309,0
C00499400,0
C00363838,0
C00163311,0
C00687525,0
C00513523,0
C00505792,0
C00749697,0
C00669473,0
C00668301,0
C00096594,0
C00332833,0
C00758995,0
C00714113,0
C00431122,0
C00148510,0
C00008078,0
C00717686,0
C00745133,0
C00607374,1
C00691741,0
C00150805,0
C00325811,0
C00525238,0
C00486050,0
C00236083,0
C00144709,0
C00722306,0
C00740928,0
C00447235,0
C00680090,0
C00676445,0
C00075291,1
C00756361,0
C00495580,0
C00097568,0
C00654236,0
C00566042,0
C00127811,0
C00505818,0
C00033977,0
C00665844,0
C00665133,0
C00754184,0
C00368142,0
C00116020,0
C00375915,0
C00410431,0
C00757039,0
C00567545,0
C00731307,0
C00602524,0
C00682807,0
C00509331,0
C00200659,0
C00734103,0
C00361410,0
C00731471,0
C00640573,0
C00139964,0
C00004994,0
C00402842,0
C00004952,0
C00299149,0
C00134742,0
C00403881,0
C00744342,0
C00749143,0
C00521823,0
C00737825,0
C00744540,0
C00471508,0
C00708081,0
C00653352,0
C00452847,0
C00346726,0
C00552109,0
C00446674,0
C00082792,0
C00532440,0
C00759340,0
C00578468,0
C00114694,0
C00447284,0
C00412403,0
C00481978,0
C00375568,0
C00216184,0
C00554881,0
C00692848,0
C00111534,0
C00747816,0
C00423228,0
C00743336,0
C00177469,0
C00498154,0
C00709659,0
C00376343,0
C00342857,0
C00163196,0
C00215384,0
C00139667,0
C00749309,0
C00638049,0
C00692723,0
C00625236,0
C00686337,0
C00609776,0
C00001727,0
C00739805,0
C00725184,0
C00673442,0
C00227546,1
C00493239,0
C00736967,1
C00761494,0
C00343749,0
C00453076,0
C00734129,0
C00728766,0
C00221507,0
C00649525,0
C00450916,0
C00230342,0
C00681585,0
C00232843,0
C00228296,0
C00637512,1
C00440032,0
C00282863,0
C00681163,0
C00617381,0
C00382143,0
C00689851,0
C00267526,0
C00476978,0
C00527309,0
C00746156,0
C00742130,0
C00685883,0
C00492082,0
C00035600,1
C00455584,0
C00118943,0
C00627141,0
C00755173,0
C00703850,0
C00739060,0
C00736769,0
C00488080,0
C00518910,0
C00379768,0
C00576090,0
C00720169,0
C00574103,0
C00760611,0
C00279497,0
C00342022,0
C00634295,0
C00623512,0
C00380527,0
C00751420,1
C00580654,0
C00720540,0
C00758508,0
C00437533,0
C00337113,0
C00034645,0
C00568964,0
C00234377,0
C00760827,0
C00531632,0
C00340182,0
C00750174,0
C00369090,0
C00005926,1
C00722975,0
C00729111,0
C00714881,0
C00383950,0
C00067884,0
C00354753,0
C00281212,0
C00633735,0
C00377002,0
C00759811,0
C00765297,0
C00739250,0
C00763029,0
C00038505,1
C00526269,0
C00666388,0
C00545152,0
C00579540,0
C00671685,0
C00298356,0
C00169821,0
C00371757,0
C00397083,0
C00603084,1
C00706077,0
C00623173,0
C00489336,0
C00656546,0
C00458000,1
C00362236,0
C00634196,0
C00394650,0
C00224790,0
C00746529,0
C00167130,1
C00084822,0
C00614354,0
C00747840,0
C00250464,0
C00568881,0
C00631549,1
C00623421,0
C00576470,0
C00752287,0
C00650044,0
C00576587,0
C00748731,0
C00500017,0
C00382424,0
C00410621,0
C00694471,0
C00755330,1
C00075341,0
C00662072,0
C00426361,0
C00252395,0
C00764332,0
C00719286,0
C00741363,0
C00528992,0
C00515049,0
C00011767,0
C00573261,1
C00715839,0
C00032995,0
C00040840,0
C00188367,1
C00682088,0
C00737304,0
C00529594,0
C00667592,0
C00000935,1
C00408914,0
C00764043,0
C00484402,0
C00753327,0
C00038604,0
C00687020,0
C00757906,0
C00452755,0
C00605410,0
C00386904,0
C00434233,0
C00721910,0
C00040220,0
C00544957,0
C00365072,0
C00602896,0
C00467837,0
C00525220,0
C00582114,0
C00364133,0
C00735571,0
C00698936,0
C00700260,0
C00514026,0
C00568410,0
C00451583,0
C00382283,0
C00726224,0
C00728840,0
C00630699,0
C00440826,0
C00738260,0
C00696393,0
C00580365,0
C00088591,0
C00689265,0
C00001305,1
C00698092,0
C00757005,0
C00040923,0
C00757641,0
C00166710,1
C00542555,0
C00676957,0
C00653683,0
C00484592,0
C00107136,0
C00727230,0
C00691915,0
C00385799,0
C00426775,0
C00364778,1
C00408906,0
C00457853,0
C00729939,0
C00563924,0
C00228106,0
C00729772,0
C00758680,0
C00683441,0
C00114090,0
C00761973,0
C00740217,0
